SLNo,BHK_Type,Property_Name,Property_Type,Beds,Bathroom,Balcony,Address,City,State_code,Country,Landmarks
5960,1,1BHK Builder Floor Apartment for Resale in Sector 70,Builder Floor Apartment,1,1,1,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5961,4,4BHK Multistorey Apartment for New Property in Sector 78,Apartment,4,4,4,"Noida, Delhi N",Noida,Delhi N,India,Near by Tilpata Gol Chakkar
5962,2,2BHK Multistorey Apartment for Resale in ,Apartment,2,2,1,"Noida, Delhi N",Noida,Delhi N,India,
5963,2,2BHK Multistorey Apartment for Resale in Royal Nest at Noida Extension,Apartment,2,2,3,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5964,2,2BHK Multistorey Apartment for New Property in Sector 78,Apartment,2,2,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5965,2,2BHK Multistorey Apartment for Resale in Gaur City 5th Avenue at Noida Extension,Apartment,2,2,2,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5966,2,2BHK Multistorey Apartment for New Property in NDA Century Apartments at Sector 100,Apartment,2,2,2,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5967,4,4BHK Multistorey Apartment for New Property in 3C Lotus Boulevard at Sector 100,Apartment,4,4,3,"Noida, Delhi N",Noida,Delhi N,India,pathways international school
5968,3,"3BHK Penthouse for Resale in Sector 93A, Noida Express Way",Penthouse,3,4,2,"Noida, Delhi N",Noida,Delhi N,India,
5969,2,"2BHK Multistorey Apartment for New Property in Jaypee Aman II at Sector 151, Noida Express Way",Apartment,2,2,1,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5970,2,2BHK Builder Floor Apartment for Resale in Sector 121,Builder Floor Apartment,2,2,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5971,2,"2BHK Multistorey Apartment for Resale in Samridhi Luxuriya Avenue at Sector 150, Pusta Road",Apartment,2,2,3,"Noida, Delhi N",Noida,Delhi N,India,
5972,2,2BHK Multistorey Apartment for Resale in Gardenia Gateway at Sector 75,Apartment,2,2,1,"Noida, Delhi NCR",Noida,Delhi NCR,India,Near to Sector 50 metro station
5973,2,2BHK Multistorey Apartment for Resale in ,Apartment,2,1,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5974,3,"3BHK Multistorey Apartment for Resale in Project Hindon Vihar at Sector 49, Dadri Road",Apartment,3,3,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5975,4,4BHK Multistorey Apartment for Resale in Sector 78,Apartment,4,6,,"Noida, Delhi N",Noida,Delhi N,India,
5976,2,"2BHK Multistorey Apartment for Resale in Jaypee Green Kosmos Phase 2 at Sector 134, Noida Express Way",Apartment,2,2,1,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5977,3,3BHK Multistorey Apartment for Resale in Gaur City II 10TH Avenue at Noida Extension,Apartment,3,3,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5978,4,"4BHK Multistorey Apartment for Resale in Logix Blossom County at Sector 137, Noida Express Way",Apartment,4,4,,"Noida, Delhi N",Noida,Delhi N,India,
5979,2,2BHK Multistorey Apartment for Resale in Sector 50,Apartment,2,2,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5980,4,4BHK Multistorey Apartment for Resale in Godrej Tropical Isle at Sector 146,Apartment,4,4,,"Noida, Delhi N",Noida,Delhi N,India,
5981,4,"4BHK Multistorey Apartment for Resale in Purvanchal Royal Park at Sector 137, Noida Express Way",Apartment,4,4,3,"Noida, Delhi N",Noida,Delhi N,India,
5982,2,2BHK Multistorey Apartment for Resale in Dhanya Niketan at Sector 42,Apartment,2,2,2,"Noida, Delhi NCR",Noida,Delhi NCR,India,Botanical Garden
5983,2,"2BHK Multistorey Apartment for Resale in East Avenue Grand at Sector 49, Dadri Road",Apartment,2,2,2,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5984,3,3BHK Multistorey Apartment for New Property in SKA Orion at Sector 143B,Apartment,3,4,,"Noida, Delhi N",Noida,Delhi N,India,
5985,3,3BHK Multistorey Apartment for Resale in ,Apartment,3,2,1,"Noida, Delhi N",Noida,Delhi N,India,
5986,2,2BHK Multistorey Apartment for Resale in Sector 25,Apartment,2,2,3,"Noida, Delhi NCR",Noida,Delhi NCR,India,Sector 18 Atta market.
5987,1,1BHK Multistorey Apartment for Resale in Godrej Golf Links Evoke Villas at Sector 27,Apartment,1,1,1,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5988,2,"2BHK Multistorey Apartment for New Property in Sunworld Vanalika at Sector 107, Dadri Road",Apartment,2,2,,"Noida, Delhi N",Noida,Delhi N,India,
5989,2,"2BHK Multistorey Apartment for Resale in Lotus Zing at Sector 168, Noida Express Way",Apartment,2,2,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5990,2,2BHK Multistorey Apartment for Resale in Grand Ajnara Heritage at Sector 74,Apartment,2,2,3,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5991,2,"2BHK Multistorey Apartment for New Property in Sector 137, Noida Express Way",Apartment,2,2,3,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5992,3,3BHK Multistorey Apartment for Resale in Godrej Woods at Sector 43,Apartment,3,2,4,"Noida, Delhi N",Noida,Delhi N,India,
5993,2,2BHK Multistorey Apartment for Resale in Sector 77,Apartment,2,2,3,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5994,2,2BHK Multistorey Apartment for Resale in Sikka Karmic Greens at Sector 78,Apartment,2,2,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5995,4,"4BHK Multistorey Apartment for Resale in Godrej Palm Retreat at Sector 150, Pusta Road",Apartment,4,5,4,"Noida, Delhi N",Noida,Delhi N,India,
5996,2,2BHK Builder Floor Apartment for Resale in Sector 101,Builder Floor Apartment,2,2,1,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5997,2,2BHK Multistorey Apartment for Resale in Sector 78,Apartment,2,2,2,"Noida, Delhi NCR",Noida,Delhi NCR,India,
5998,4,4BHK Multistorey Apartment for Resale in Apex Golf Avenue at Noida Extension,Apartment,4,4,4,"Noida, Delhi N",Noida,Delhi N,India,
5999,3,"3BHK Multistorey Apartment for Resale in Sector 94, Noida Express Way",Apartment,3,4,,"Noida, Delhi N",Noida,Delhi N,India,
6000,3,3BHK Multistorey Apartment for Resale in ,Apartment,3,2,4,"Noida, Delhi N",Noida,Delhi N,India,
6001,4,"4BHK Penthouse for Resale in Logix Blossom County 2 at Sector 137, Noida Express Way",Penthouse,4,3,5,"Noida, Delhi N",Noida,Delhi N,India,
6002,3,3BHK Multistorey Apartment for Resale in Assotech Windsor Court at Sector 78,Apartment,3,2,3,"Noida, Delhi NCR",Noida,Delhi NCR,India,near metro station
6003,2,2BHK Multistorey Apartment for Resale in Sector 94A,Apartment,2,2,1,"Noida, Delhi N",Noida,Delhi N,India,Okhla bird sanctuary metro station.
6004,2,2BHK Builder Floor Apartment for Resale in H Block Sector 63,Builder Floor Apartment,2,2,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6005,3,3BHK Multistorey Apartment for Resale in Gardenia Gateway at Sector 75,Apartment,3,3,3,"Noida, Delhi N",Noida,Delhi N,India,Near spectrum mall
6006,2,2BHK Multistorey Apartment for Resale in Noida Extension,Apartment,2,2,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6007,3,"3BHK Multistorey Apartment for Resale in Wave Amore at Sector 32, Noida City centre Metro",Apartment,3,,,"Noida, Delhi N",Noida,Delhi N,India,
6008,3,"3BHK Multistorey Apartment for Resale in Jaypee Greens Pavilion Court at Sector 128, Noida Express Way",Apartment,3,3,3,"Noida, Delhi N",Noida,Delhi N,India,
6009,3,"3BHK Multistorey Apartment for Resale in Jaypee Greens Kalypso Court at Sector 128, Noida Express Way",Apartment,3,4,1,"Noida, Delhi N",Noida,Delhi N,India,
6010,3,3BHK Multistorey Apartment for Resale in Supertech ORB Noida at Sector 74,Apartment,3,3,3,"Noida, Delhi N",Noida,Delhi N,India,Located Very close to metro line and Mall.
6011,2,"2BHK Multistorey Apartment for Resale in Supertech Supernova at Sector 94, Noida Express Way",Apartment,2,2,1,"Noida, Delhi N",Noida,Delhi N,India,metro station
6012,3,"3BHK Multistorey Apartment for Resale in ACE Golfshire at Sector 150, Pusta Road",Apartment,3,3,2,"Noida, Delhi N",Noida,Delhi N,India,
6013,3,3BHK Multistorey Apartment for Resale in ,Apartment,3,2,4,"Noida, Delhi N",Noida,Delhi N,India,
6014,3,"3BHK Multistorey Apartment for Resale in Designers Park Apartment at Sector 62, NH 24",Apartment,3,3,,"Noida, Delhi N",Noida,Delhi N,India,
6015,3,"3BHK Multistorey Apartment for Resale in Sector 93, Noida Express Way",Apartment,3,3,,"Noida, Delhi N",Noida,Delhi N,India,
6016,3,"3BHK Multistorey Apartment for Resale in AWHO Vivek Vihar at Sector 82, Dadri Road",Apartment,3,3,5,"Noida, Delhi N",Noida,Delhi N,India,
6017,3,"3BHK Multistorey Apartment for Resale in ATS Pious Hideaways at Sector 150, Pusta Road",Apartment,3,4,3,"Noida, Delhi N",Noida,Delhi N,India,
6018,3,3BHK Multistorey Apartment for Resale in Civitech Sampriti at Sector 77,Apartment,3,3,5,"Noida, Delhi N",Noida,Delhi N,India,
6019,2,2BHK Multistorey Apartment for Resale in Indosam 75 at Sector 75,Apartment,2,2,2,"Noida, Delhi N",Noida,Delhi N,India,
6020,3,3BHK Multistorey Apartment for Resale in Nirala Estate Phase 2 at Noida Extension,Apartment,3,2,3,"Noida, Delhi N",Noida,Delhi N,India,
6021,3,3BHK Multistorey Apartment for Resale in Dasnac the Jewel of Noida at Sector 75,Apartment,3,2,3,"Noida, Delhi N",Noida,Delhi N,India,"Property is close to metro station, with markets, schools in vicinity"
6022,2,2BHK Multistorey Apartment for Resale in Noida Extension,Apartment,2,2,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6023,3,3BHK Multistorey Apartment for Resale in Sector 77,Apartment,3,3,3,"Noida, Delhi N",Noida,Delhi N,India,
6024,2,2BHK Multistorey Apartment for Resale in Amrapali Leisure Valley at Noida Extension,Apartment,2,2,2,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6025,0," Studio Apartment for Resale in Logix Blossom Zest at Sector 143, Noida Express Way",Studio Apartment,,1,1,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6026,3,"3BHK Multistorey Apartment for Resale in Sikka Kaamna Greens at Sector 143, Noida Express Way",Apartment,3,2,4,"Noida, Delhi N",Noida,Delhi N,India,
6027,3,3BHK Multistorey Apartment for Resale in ACE Divino at Noida Extension,Apartment,3,3,2,"Noida, Delhi N",Noida,Delhi N,India,
6028,3,3BHK Multistorey Apartment for Resale in Flora Heritage at Noida Extension,Apartment,3,3,3,"Noida, Delhi N",Noida,Delhi N,India,
6029,3,"3BHK Multistorey Apartment for Resale in Jaypee Kosmos at Sector 134, Noida Express Way",Apartment,3,3,3,"Noida, Delhi NCR",Noida,Delhi NCR,India,Jaypee Hospital
6030,1,"1BHK Builder Floor Apartment for Resale in Sector 73, Noida Express Way",Builder Floor Apartment,1,1,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6031,2,"2BHK Multistorey Apartment for Resale in Eldeco Aamantran at Sector 119, Pusta Road",Apartment,2,2,3,"Noida, Delhi N",Noida,Delhi N,India,
6032,3,"3BHK Multistorey Apartment for Resale in Sikka Kaamna Greens at Sector 143, Noida Express Way",Apartment,3,3,3,"Noida, Delhi N",Noida,Delhi N,India,Near Cyberthum
6033,1,1BHK Multistorey Apartment for Resale in LIG Flats at Sector 99,Apartment,1,1,2,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6034,3,3BHK Multistorey Apartment for Resale in Centurian Park Terrace Homes at Noida Extension,Apartment,3,3,3,"Noida, Delhi N",Noida,Delhi N,India,
6035,2,"2BHK Builder Floor Apartment for Resale in Sector 49, Dadri Road",Builder Floor Apartment,2,2,,"Noida, Delhi NCR",Noida,Delhi NCR,India,Shree Ram Hospital
6036,3,3BHK Multistorey Apartment for Resale in Noida Extension,Apartment,3,2,,"Noida, Delhi N",Noida,Delhi N,India,
6037,2,"2BHK Builder Floor Apartment for Resale in Sector 73, Noida Express Way",Builder Floor Apartment,2,2,1,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6038,2,2BHK Multistorey Apartment for Resale in Block D Sector 61,Apartment,2,2,3,"Noida, Delhi N",Noida,Delhi N,India,Near Sai Baba Mandir
6039,3,"3BHK Multistorey Apartment for Resale in Sector 151, Noida Express Way",Apartment,3,3,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6040,3,"3BHK Multistorey Apartment for Resale in The Aranya at Sector 119, Pusta Road",Apartment,3,3,3,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6041,1,1BHK Builder Floor Apartment for Resale in ,Builder Floor Apartment,1,1,1,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6042,2,2BHK Multistorey Apartment for Resale in Sector 1,Apartment,2,2,3,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6043,3,"3BHK Multistorey Apartment for Resale in Sultanpur, Sector 128, Noida Express Way",Apartment,3,3,2,"Noida, Delhi N",Noida,Delhi N,India,
6044,2,"2BHK Builder Floor Apartment for Resale in Sector 104, Noida Express Way",Builder Floor Apartment,2,2,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6045,2,2BHK Multistorey Apartment for Resale in Panchsheel Greens 2 at Noida Extension,Apartment,2,2,1,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6046,3,3BHK Multistorey Apartment for Resale in Antriksh Golf View at Sector 78,Apartment,3,2,3,"Noida, Delhi N",Noida,Delhi N,India,Near 101 Metro Station
6047,3,"3BHK Multistorey Apartment for Resale in Jaypee Greens Kensington Heights at Sector 133, Noida Express Way",Apartment,3,3,2,"Noida, Delhi N",Noida,Delhi N,India,
6048,3,3BHK Multistorey Apartment for Resale in Lord Mahavira Apartment at Sector 29,Apartment,3,2,,"Noida, Delhi N",Noida,Delhi N,India,
6049,3,3BHK Multistorey Apartment for Resale in Casa Greens 1 at Noida Extension,Apartment,3,3,,"Noida, Delhi N",Noida,Delhi N,India,
6050,3,3BHK Multistorey Apartment for Resale in Ivy County at Sector 75,Apartment,3,2,3,"Noida, Delhi N",Noida,Delhi N,India,
6051,2,2BHK Multistorey Apartment for Resale in NDA Century Apartments at Block GH 01 Sector 100,Apartment,2,2,,"Noida, Delhi N",Noida,Delhi N,India,
6052,3,"3BHK Multistorey Apartment for Resale in Sector 44, Dadri Road",Apartment,3,3,,"Noida, Delhi N",Noida,Delhi N,India,
6053,2,"2BHK Multistorey Apartment for Resale in Arun Vihar at Arun Vihar, Sector 37, Golf course Metro",Apartment,2,1,1,"Noida, Delhi NCR",Noida,Delhi NCR,India,Near sector 37 metro station
6054,2,2BHK Multistorey Apartment for Resale in Godrej Woods at Sector 43,Apartment,2,2,2,"Noida, Delhi N",Noida,Delhi N,India,
6055,2,"2BHK Multistorey Apartment for New Property in Sikka Kaamna Greens at Sector 143, Noida Express Way",Apartment,2,2,4,"Noida, Delhi NCR",Noida,Delhi NCR,India,metro
6056,2,2BHK Multistorey Apartment for Resale in Sector 70,Apartment,2,2,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6057,4,"4BHK Multistorey Apartment for Resale in Purvanchal Royal Park at Sector 137, Noida Express Way",Apartment,4,4,3,"Noida, Delhi N",Noida,Delhi N,India,Near sector 137 metro station.
6058,3,"3BHK Multistorey Apartment for Resale in SKA Divya Towers at Sector 16B, Noida sector 16 Metro",Apartment,3,3,,"Noida, Delhi N",Noida,Delhi N,India,
6059,2,"2BHK Multistorey Apartment for Resale in Today Ridge Residency at Sector 135, Noida Express Way",Apartment,2,2,1,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6060,3,3BHK Multistorey Apartment for Resale in Sector 78,Apartment,3,3,4,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6061,2,2BHK Multistorey Apartment for Resale in Pan Oasis at Sector 70,Apartment,2,2,2,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6062,2,2BHK Builder Floor Apartment for Resale in Sector 53,Builder Floor Apartment,2,2,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6063,1,1BHK Multistorey Apartment for New Property in Sector 20,Apartment,1,1,1,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6064,3,3BHK Multistorey Apartment for Resale in Supertech The Romano at Sector 118,Apartment,3,2,3,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6065,3,"3BHK Multistorey Apartment for Resale in Godrej Nest at Sector 150, Pusta Road",Apartment,3,3,1,"Noida, Delhi N",Noida,Delhi N,India,
6066,3,3BHK Multistorey Apartment for Resale in Silver Estate at F Block Sector 50,Apartment,3,2,3,"Noida, Delhi N",Noida,Delhi N,India,Near Metro Station sector 50
6067,2,"2BHK Multistorey Apartment for Resale in Godrej Palm Retreat at Sector 150, Pusta Road",Apartment,2,2,,"Noida, Delhi N",Noida,Delhi N,India,Sector 140
6068,0, Studio Apartment for Resale in M3M The Line Pentsuites at Sector 72,Studio Apartment,,1,1,"Noida, Delhi N",Noida,Delhi N,India,Near To Sec 51 Metro station
6069,2,2BHK Multistorey Apartment for Resale in Express Zenith at Sector 77,Apartment,2,2,3,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6070,2,"2BHK Builder Floor Apartment for Resale in Sector 49, Dadri Road",Builder Floor Apartment,2,2,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6071,3,"3BHK Multistorey Apartment for Resale in Gulshan Ikebana at Sector 143, Noida Express Way",Apartment,3,3,3,"Noida, Delhi N",Noida,Delhi N,India,
6072,2,2BHK Multistorey Apartment for Resale in Mahagun Moderne at Sector 78,Apartment,2,2,2,"Noida, Delhi N",Noida,Delhi N,India,
6073,1,"1BHK Multistorey Apartment for Resale in Project Hindon Vihar at Sector 49, Dadri Road",Apartment,1,1,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6074,2,"2BHK Multistorey Apartment for Resale in Eldeco Live By The Greens at Sector 150, Pusta Road",Apartment,2,2,,"Noida, Delhi N",Noida,Delhi N,India,
6075,3,"3BHK Multistorey Apartment for Resale in Unitech Unihomes 3 PhaseII at Sector 113, Pusta Road",Apartment,3,2,2,"Noida, Delhi N",Noida,Delhi N,India,
6076,3,"3BHK Multistorey Apartment for Resale in Gulshan Vivante at Sector 137, Noida Express Way",Apartment,3,2,4,"Noida, Delhi N",Noida,Delhi N,India,Close to Sector 137 metro station
6077,2,2BHK Multistorey Apartment for New Property in ,Apartment,2,2,3,"Noida, Delhi N",Noida,Delhi N,India,
6078,2,2BHK Multistorey Apartment for Resale in Amrapali Silicon City at Sector 76,Apartment,2,2,2,"Noida, Delhi NCR",Noida,Delhi NCR,India,"near to Sector76 metro,Grocery shops, vegetable shops, pharmacy, salon"
6079,2,2BHK Multistorey Apartment for Resale in Panchsheel Greens 2 at Noida Extension,Apartment,2,2,2,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6080,1,1BHK Builder Floor Apartment for Resale in ,Builder Floor Apartment,1,1,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6081,4,"4BHK Multistorey Apartment for Resale in Amrapali Platinum at Sector 119, Pusta Road",Apartment,4,4,5,"Noida, Delhi N",Noida,Delhi N,India,Motherland hospital  millenium school
6082,1,1BHK Builder Floor Apartment for Resale in Sector 121,Builder Floor Apartment,1,1,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6083,3,3BHK Multistorey Apartment for Resale in Noida Extension,Apartment,3,4,,"Noida, Delhi N",Noida,Delhi N,India,
6084,3,"3BHK Multistorey Apartment for Other in Sector 132, Noida Express Way",Apartment,3,3,,"Noida, Delhi N",Noida,Delhi N,India,
6085,4,4BHK Multistorey Apartment for Resale in 3C Lotus Boulevard at Sector 100,Apartment,4,4,2,"Noida, Delhi N",Noida,Delhi N,India,
6086,3,3BHK Multistorey Apartment for Resale in Amrapali Princely Estate at Sector 76,Apartment,3,2,2,"Noida, Delhi N",Noida,Delhi N,India,Near spectrum Mall metro
6087,4,"4BHK Multistorey Apartment for Resale in Express View Apartments at Sector 93, Noida Express Way",Apartment,4,4,2,"Noida, Delhi N",Noida,Delhi N,India,
6088,3,3BHK Multistorey Apartment for Resale in Godrej Tropical Isle at Sector 146,Apartment,3,4,3,"Noida, Delhi N",Noida,Delhi N,India,
6089,2,2BHK Multistorey Apartment for New Property in Yamuna Expressway,Apartment,2,2,2,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6090,3,3BHK Multistorey Apartment for Resale in ABA Cherry County at Noida Extension,Apartment,3,3,3,"Noida, Delhi N",Noida,Delhi N,India,Ek Murti
6091,3,3BHK Multistorey Apartment for Resale in Noida Extension,Apartment,3,2,5,"Noida, Delhi N",Noida,Delhi N,India,
6092,2,"2BHK Multistorey Apartment for Resale in Logix Blossom County at Sector 137, Noida Express Way",Apartment,2,2,4,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6093,3,"3BHK Multistorey Apartment for Resale in Wave SCO at Sector 32, Noida City centre Metro",Apartment,3,3,,"Noida, Delhi N",Noida,Delhi N,India,
6094,1,1BHK Builder Floor Apartment for Resale in Sector 120,Builder Floor Apartment,1,1,,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6095,2,2BHK Multistorey Apartment for Resale in ,Apartment,2,2,1,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6096,3,"3BHK Multistorey Apartment for Resale in Sector 134, Noida Express Way",Apartment,3,3,1,"Noida, Delhi N",Noida,Delhi N,India,Nearby Jaypee Hospital and WTC
6097,4,"4BHK Multistorey Apartment for Resale in Godrej Palm Retreat at Sector 150, Pusta Road",Apartment,4,4,,"Noida, Delhi N",Noida,Delhi N,India,Noida sector 246 metro.
6098,4,4BHK Multistorey Apartment for Resale in Ivory County at Sector 115,Apartment,4,5,4,"Noida, Delhi N",Noida,Delhi N,India,Well connected to Faridabad Noida Ghaziabad expressway.
6099,2,"2BHK Multistorey Apartment for Resale in Sector 144, Noida Express Way",Apartment,2,2,4,"Noida, Delhi N",Noida,Delhi N,India,near bye police choki sector 144 noida
6100,3,3BHK Multistorey Apartment for Resale in Amrapali Zodiac at Sector 120,Apartment,3,2,,"Noida, Delhi NCR",Noida,Delhi NCR,India,sector 120 market
6101,4,"4BHK Multistorey Apartment for Resale in Godrej Palm Retreat at Sector 150, Pusta Road",Apartment,4,5,5,"Noida, Delhi N",Noida,Delhi N,India,sec 150 Noida
6102,4,4BHK Multistorey Apartment for New Property in M3M The Cullinan Avenue at Sector 94A,Apartment,4,6,3,"Noida, Delhi N",Noida,Delhi N,India,Near Metro Station
6103,3,3BHK Multistorey Apartment for Resale in Grand Ajnara Heritage at Sector 74,Apartment,3,2,3,"Noida, Delhi N",Noida,Delhi N,India,Close to main market and near by metro station
6104,3,"3BHK Multistorey Apartment for Resale in 3C Lotus Panache at Sector 110, Dadri Road",Apartment,3,3,3,"Noida, Delhi N",Noida,Delhi N,India,
6105,3,3BHK Multistorey Apartment for Resale in Amrapali Silicon City at Sector 76,Apartment,3,3,5,"Noida, Delhi N",Noida,Delhi N,India,
6106,3,"3BHK Multistorey Apartment for Resale in Great Value Sharanam at Sector 107, Dadri Road",Apartment,3,3,3,"Noida, Delhi N",Noida,Delhi N,India,opposite sector 100
6107,3,3BHK Multistorey Apartment for New Property in SKA Divya Towers at Noida Extension,Apartment,3,3,3,"Noida, Delhi NCR",Noida,Delhi NCR,India,"The property is close to metro station, hospitals & has reputed schoo"
6108,3,"3BHK Multistorey Apartment for Resale in Shakti Kunj Apartment at Sector 62, NH 24",Apartment,3,4,5,"Noida, Delhi N",Noida,Delhi N,India,nearby metro station and Fortis hospital sector 62 Noida
6109,5,"5BHK Multistorey Apartment for Resale in Prateek Edifice at Sector 107, Dadri Road",Apartment,5,6,7,"Noida, Delhi N",Noida,Delhi N,India,Near Golds Gym
6110,3,3BHK Multistorey Apartment for Resale in Antriksh Forest at Sector 77,Apartment,3,4,3,"Noida, Delhi N",Noida,Delhi N,India,
6111,1,"1BHK Multistorey Apartment for Resale in Supertech Ecociti at Sector 137, Noida Express Way",Apartment,1,1,1,"Noida, Delhi NCR",Noida,Delhi NCR,India,Near alphathuam bhutani
6112,3,"3BHK Builder Floor Apartment for New Property in Sector 73, Noida Express Way",Builder Floor Apartment,3,3,2,"Noida, Delhi NCR",Noida,Delhi NCR,India,super tech captwon
6113,4,4BHK Multistorey Apartment for Resale in ,Apartment,4,4,5,"Noida, Delhi N",Noida,Delhi N,India,sec 100
6114,3,3BHK Multistorey Apartment for Resale in Dasnac Burj Noida at Sector 75,Apartment,3,4,3,"Noida, Delhi N",Noida,Delhi N,India,"Dasnac Burj is Plot No. 14, Sector 75."
6115,0," Studio Apartment for New Property in Sector 135, Noida Express Way",Studio Apartment,,1,1,"Noida, Delhi NCR",Noida,Delhi NCR,India,"CANDOR SEZ, STELLAR SEZ, Shri ram millennium school"
6116,0," Studio Apartment for Resale in Sector 129, Noida Express Way",Studio Apartment,,1,1,"Noida, Delhi NCR",Noida,Delhi NCR,India,"Expressway, malls , it parks and retails hub."
6117,3,"3BHK Multistorey Apartment for Resale in Jaypee Kensington Boulevard at Sector 131, Noida Express Way",Apartment,3,2,2,"Noida, Delhi NCR",Noida,Delhi NCR,India,jaypee kensington boulevard apartment sector 131 noida
6118,2,"2BHK Multistorey Apartment for Resale in Exotica Fresco at Sector 137, Noida Express Way",Apartment,2,2,3,"Noida, Delhi N",Noida,Delhi N,India,The property is close to the sector 137 metro station.
6119,4,4BHK Multistorey Apartment for Resale in Ivy County at Sector 75,Apartment,4,4,4,"Noida, Delhi N",Noida,Delhi N,India,"GH15, Eco City, Sector75,NoidaGautam Buddha Nagar,Uttar Pradesh"
6120,3,3BHK Multistorey Apartment for Resale in Amarpali Silicon City,Apartment,3,3,3,"Noida, Delhi N",Noida,Delhi N,India,
6121,2,"2BHK Multistorey Apartment for Resale in Logix Blossom County at Sector 137, Noida Express Way",Apartment,2,2,2,"Noida, Delhi N",Noida,Delhi N,India,"Best hospital, best school, market location and prime location"
6122,4,"4BHK Multistorey Apartment for Resale in Estate 128 at Sector 128, Noida Express Way",Apartment,4,5,6,"Noida, Delhi N",Noida,Delhi N,India,
6123,3,3BHK Multistorey Apartment for Resale in Gardenia Golf City at Sector 75,Apartment,3,3,4,"Noida, Delhi NCR",Noida,Delhi NCR,India,metro station
6124,2,"2BHK Multistorey Apartment for Resale in ACE Parkway at Sector 150, Pusta Road",Apartment,2,2,3,"Noida, Delhi N",Noida,Delhi N,India,Metro station 148.
6125,2,2BHK Multistorey Apartment for Resale in Gaur City 2 12th Avenue at Noida Extension,Apartment,2,2,3,"Noida, Delhi NCR",Noida,Delhi NCR,India,"Gaur International School, Near Gaur Galleria Market, City Arcade Mkt."
6126,2,2BHK Multistorey Apartment for Resale in Logix Blossom County at Blossom County,Apartment,2,2,2,"Noida, Delhi NCR",Noida,Delhi NCR,India,This society is located nearby Sector 137 metro station.
6127,3,"3BHK Multistorey Apartment for Resale in Jaypee Kosmos at Sector 134, Noida Express Way",Apartment,3,3,2,"Noida, Delhi N",Noida,Delhi N,India,
6128,2,"2BHK Multistorey Apartment for Resale in Paras Tierea at Sector 137, Noida Express Way",Apartment,2,2,2,"Noida, Delhi NCR",Noida,Delhi NCR,India,
6129,2,2BHK Multistorey Apartment for Resale in Skytech Matrott at Aditya Celebrity Homes,Apartment,2,2,3,"Noida, Delhi N",Noida,Delhi N,India,Opposite to prateek wisteria.
6130,3,3BHK Multistorey Apartment for New Property in Aastha Greens at Noida Extension,Apartment,3,2,3,"Noida, Delhi NCR",Noida,Delhi NCR,India,Near Gaur Mall
