SLNo,BHK_Type,Property_Name,Property_Type,Beds,Bathroom,Balcony,Address,City,State_code,Country,Landmarks
2965,1,1BHK Multistorey Apartment for Resale in Atria Dhanashree Aangan at Undri,Apartment,1,1,1,"Pune, Maharashtra",Pune,Maharashtra,India,
2966,3,"3BHK Multistorey Apartment for Resale in Urban Gram Kirkatwadi at Nana Nagar, Kirkitwadi",Apartment,3,2,1,"Pune, Maharashtra",Pune,Maharashtra,India,Shreeyash Multi speciality hospital
2967,2,2BHK Multistorey Apartment for Resale in SVS Empressia at Sahakar Nagar Parvati Paytha,Apartment,2,2,2,"Pune, Maharashtra",Pune,Maharashtra,India,Padmavati Chowk
2968,0, Studio Apartment for Resale in VJ Town Centre at Wakad,Studio Apartment,,1,,"Pune, Maharashtra",Pune,Maharashtra,India,Near Indira College
2969,2,2BHK Multistorey Apartment for Resale in Kolte Patil Life Republic at Hinjawadi,Apartment,2,2,1,"Pune, Maharashtra",Pune,Maharashtra,India,Near Blossom English Medium School
2970,2,2BHK Multistorey Apartment for Resale in Aishwaryam Courtyard Phase 2 at Chikhali Pimpri Chinchwad,Apartment,2,2,1,"Pune, Maharashtra",Pune,Maharashtra,India,Near Sane Chowk
2971,1,1BHK Multistorey Apartment for Resale in VJ 67 K Inclusive Housing  at Kharadi,Apartment,1,1,,"Pune, Maharashtra",Pune,Maharashtra,India,"Reliance Smart Kharadi, Opposite Radisson Blu Hotel, Central Kharadi"
2972,2,2BHK Multistorey Apartment for Resale in GK Rose Mansion at Tathawade Pimpri Chinchwad,Apartment,2,2,1,"Pune, Maharashtra",Pune,Maharashtra,India,
2973,1,1BHK Multistorey Apartment for Resale in Kalewadi Pimpri Chinchwad,Apartment,1,1,1,"Pune, Maharashtra",Pune,Maharashtra,India,
2974,2,"2BHK Multistorey Apartment for Resale in Little Earth at Kiwale, Dehu Road",Apartment,2,2,,"Pune, Maharashtra",Pune,Maharashtra,India,
2975,1,1BHK Multistorey Apartment for Resale in Media Regency at Narhe,Apartment,1,1,1,"Pune, Maharashtra",Pune,Maharashtra,India,Gajannan Maharaj Temple
2976,1,1BHK Multistorey Apartment for Resale in Aurum Elementto at Lohegaon,Apartment,1,1,3,"Pune, Maharashtra",Pune,Maharashtra,India,Orchid Hospital
2977,1,1BHK Multistorey Apartment for Resale in Alfa Landmark at Wagholi,Apartment,1,1,2,"Pune, Maharashtra",Pune,Maharashtra,India,Bhairavnath Lakeview point
2978,2,2BHK Multistorey Apartment for Resale in Ganga Savera at Fatima Nagar Wanowrie,Apartment,2,2,1,"Pune, Maharashtra",Pune,Maharashtra,India,
2979,1,1BHK Multistorey Apartment for Resale in Vikaskaran Sunrise Villa at Kalewadi Pimpri Chinchwad,Apartment,1,1,,"Pune, Maharashtra",Pune,Maharashtra,India,Tapkir mala chauk
2980,3,3BHK Multistorey Apartment for Resale in Paranjape Blue Ridge 24 & 25 at Hinjawadi,Apartment,3,3,2,"Pune, Maharashtra",Pune,Maharashtra,India,
2981,2,2BHK Multistorey Apartment for Resale in Hillock Towers at Somatne Phata,Apartment,2,2,1,"Pune, Maharashtra",Pune,Maharashtra,India,
2982,1,1BHK Multistorey Apartment for Resale in Shivai Garden at Hadapsar,Apartment,1,1,1,"Pune, Maharashtra",Pune,Maharashtra,India,
2983,1,1BHK Multistorey Apartment for Resale in Maple Woodz at Wagholi,Apartment,1,1,1,"Pune, Maharashtra",Pune,Maharashtra,India,
2984,2,2BHK Multistorey Apartment for Resale in Oakwood Hills at Baner,Apartment,2,2,3,"Pune, Maharashtra",Pune,Maharashtra,India,Pan Card Club Ground
2985,4,"4BHK Multistorey Apartment for Resale in Model Colony, Shivaji Nagar",Apartment,4,4,2,"Pune, Maharashtra",Pune,Maharashtra,India,Via Jain Boarding--Adjacent to Suyog Society-- Adjacent to Topaz Soc
2986,2,2BHK Multistorey Apartment for Resale in Sonesta at Wakad,Apartment,2,2,1,"Pune, Maharashtra",Pune,Maharashtra,India,Near Golden Care Hospital
2987,2,2BHK Multistorey Apartment for Resale in Godrej Greens at Undri,Apartment,2,2,2,"Pune, Maharashtra",Pune,Maharashtra,India,
2988,2,2BHK Multistorey Apartment for Resale in Lantana Court at Mohammed Wadi,Apartment,2,2,2,"Pune, Maharashtra",Pune,Maharashtra,India,Raheja Circle
2989,1,1BHK Multistorey Apartment for Resale in Pristine Palms at Wagholi,Apartment,1,1,,"Pune, Maharashtra",Pune,Maharashtra,India,
2990,2,2BHK Multistorey Apartment for Resale in Borhade Wadi,Apartment,2,2,2,"Pune, Maharashtra",Pune,Maharashtra,India,Near convention centre
2991,2,2BHK Multistorey Apartment for Resale in Vision City at Talegaon Dabhade,Apartment,2,2,1,"Pune, Maharashtra",Pune,Maharashtra,India,
2992,2,"2BHK Multistorey Apartment for Resale in Astoria Royals at Ravet, Pimpri Chinchwad",Apartment,2,2,,"Pune, Maharashtra",Pune,Maharashtra,India,
2993,1,1BHK Multistorey Apartment for Resale in Shriniwas Serene County at Wadgaon BK,Apartment,1,1,,"Pune, Maharashtra",Pune,Maharashtra,India,Dnyanadeep English Medium school.
2994,1,"1BHK Multistorey Apartment for Resale in Nigdi, Pimpri Chinchwad",Apartment,1,1,,"Pune, Maharashtra",Pune,Maharashtra,India,Near Nigdi Bus Stand
2995,2,2BHK Multistorey Apartment for Resale in Nirmitee Shubhyog Phase 1 at Moshi,Apartment,2,2,2,"Pune, Maharashtra",Pune,Maharashtra,India,Near Swaraj Chowk
2996,2,2BHK Multistorey Apartment for Resale in Oxy Galaxy at Wagholi,Apartment,2,2,3,"Pune, Maharashtra",Pune,Maharashtra,India,Paytm tea
2997,2,"2BHK Multistorey Apartment for Resale in Swaraaj Pride at Punawale, Pimpri Chinchwad",Apartment,2,2,,"Pune, Maharashtra",Pune,Maharashtra,India,
2998,1,1BHK Multistorey Apartment for Resale in Puravankara Purva Silversands at Mundhwa,Apartment,1,1,1,"Pune, Maharashtra",Pune,Maharashtra,India,
2999,2,"2BHK Multistorey Apartment for Resale in Milestone at Ravet, Pimpri Chinchwad",Apartment,2,2,1,"Pune, Maharashtra",Pune,Maharashtra,India,
3000,3,3BHK Multistorey Apartment for Resale in Eisha Empire at Hadapsar,Apartment,3,2,,"Pune, Maharashtra",Pune,Maharashtra,India,"Conveniently located - Market, grocery, pharmacy all within 100 metres"
3001,2,2BHK Multistorey Apartment for Resale in Bramha Estate at Kondhwa,Apartment,2,2,1,"Pune, Maharashtra",Pune,Maharashtra,India,Jyoti Restaurant
3002,3,"3BHK Multistorey Apartment for Resale in Punawale, Pimpri Chinchwad",Apartment,3,2,,"Pune, Maharashtra",Pune,Maharashtra,India,
3003,3,3BHK Multistorey Apartment for Resale in Hinjawadi,Apartment,3,3,,"Pune, Maharashtra",Pune,Maharashtra,India,
3004,2,"2BHK Multistorey Apartment for Resale in Mamurdi, Dehu Road",Apartment,2,2,2,"Pune, Maharashtra",Pune,Maharashtra,India,Near Mukai Chowk
3005,1,1BHK Multistorey Apartment for Resale in Oxford Paradise at Sus,Apartment,1,1,2,"Pune, Maharashtra",Pune,Maharashtra,India,1 Up fitness Club
3006,1,1BHK Multistorey Apartment for Resale in Nilesh Samruddhi at Handewadi Road,Apartment,1,2,1,"Pune, Maharashtra",Pune,Maharashtra,India,Within pune municipality area before simplicity society.
3007,3,3BHK Multistorey Apartment for Resale in Pinnacle Brookeside at Bavdhan,Apartment,3,3,2,"Pune, Maharashtra",Pune,Maharashtra,India,Bank of Maharashtra
3008,1,1BHK Multistorey Apartment for Resale in Amrut Ganga at Sinhgad Road,Apartment,1,1,1,"Pune, Maharashtra",Pune,Maharashtra,India,Hotel Aatithi
3009,2,2BHK Multistorey Apartment for Resale in TATA La Montana at Talegaon Dabhade,Apartment,2,2,2,"Pune, Maharashtra",Pune,Maharashtra,India,Hotel Orritel
3010,2,2BHK Multistorey Apartment for New Property in Kohinoor Begonia at Talegaon Dabhade,Apartment,2,2,2,"Pune, Maharashtra",Pune,Maharashtra,India,Near-Government Medical College
3011,3,3BHK Multistorey Apartment for Resale in Rahul Arcus at Baner,Apartment,3,4,3,"Pune, Maharashtra",Pune,Maharashtra,India,Tata Motors Showroom
3012,1,1BHK Builder Floor Apartment for Resale in Konark Nagar at Viman Nagar,Builder Floor Apartment,1,1,1,"Pune, Maharashtra",Pune,Maharashtra,India,Airport
3013,2,"2BHK Multistorey Apartment for Resale in Anujai Residency at Pimple Nilakh, Pimpri Chinchwad",Apartment,2,2,1,"Pune, Maharashtra",Pune,Maharashtra,India,Near Rakshak Chowk
3014,2,"2BHK Multistorey Apartment for Resale in Sukhwani Udyan at Chinchwad, Pimpri Chinchwad",Apartment,2,1,1,"Pune, Maharashtra",Pune,Maharashtra,India,
3015,1,1BHK Multistorey Apartment for Resale in Dhayari,Apartment,1,1,,"Pune, Maharashtra",Pune,Maharashtra,India,
3016,3,3BHK Multistorey Apartment for Resale in Hill Shire at Wagholi,Apartment,3,3,,"Pune, Maharashtra",Pune,Maharashtra,India,Indiawala cake
3017,1,1BHK Multistorey Apartment for Resale in Talegaon Dabhade,Apartment,1,1,,"Pune, Maharashtra",Pune,Maharashtra,India,
3018,2,2BHK Multistorey Apartment for Resale in Devi Indrayani at Talwade,Apartment,2,2,,"Pune, Maharashtra",Pune,Maharashtra,India,
3019,2,2BHK Multistorey Apartment for Resale in Golden Nest at Lohegaon,Apartment,2,2,1,"Pune, Maharashtra",Pune,Maharashtra,India,Park Spring Society
3020,2,2BHK Multistorey Apartment for Resale in Wadgaon BK,Apartment,2,2,2,"Pune, Maharashtra",Pune,Maharashtra,India,
3021,1,1BHK Multistorey Apartment for Resale in Anshul Kanvas at Wagholi,Apartment,1,2,1,"Pune, Maharashtra",Pune,Maharashtra,India,
3022,3,3BHK Penthouse for Resale in Marvel Albero at Kondhwa,Penthouse,3,4,1,"Pune, Maharashtra",Pune,Maharashtra,India,"Close to Iskon Mandir ,"
3023,2,2BHK Multistorey Apartment for Resale in Moshi,Apartment,2,2,1,"Pune, Maharashtra",Pune,Maharashtra,India,Near SPG International School
3024,3,"3BHK Multistorey Apartment for Resale in Salisbury Park, Gultekdi",Apartment,3,3,2,"Pune, Maharashtra",Pune,Maharashtra,India,Poonawala Garden
3025,2,2BHK Multistorey Apartment for Resale in Selene Park at Hadapsar,Apartment,2,2,2,"Pune, Maharashtra",Pune,Maharashtra,India,PMC Water tank
3026,1,1BHK Multistorey Apartment for Resale in Kamal Green Leaf at Sinhgad Road,Apartment,1,1,2,"Pune, Maharashtra",Pune,Maharashtra,India,Near ZP School Kirkitwadi
3027,3,3BHK Multistorey Apartment for Resale in Prabhat Road,Apartment,3,3,3,"Pune, Maharashtra",Pune,Maharashtra,India,Income Tax Office
3028,1,1BHK Multistorey Apartment for Resale in Xrbia Hinjewadi at Marunji Road,Apartment,1,1,1,"Pune, Maharashtra",Pune,Maharashtra,India,
3029,1,1BHK Multistorey Apartment for Resale in Sinhgad Road,Apartment,1,1,,"Pune, Maharashtra",Pune,Maharashtra,India,Pawar International school
3030,1,"1BHK Builder Floor Apartment for Resale in Pimple Gurav, Pimpri Chinchwad",Builder Floor Apartment,1,1,,"Pune, Maharashtra",Pune,Maharashtra,India,Ramkrishna Mangal Karualaya
3031,2,2BHK Multistorey Apartment for Resale in Viijcon Cellandine at Kasarsai,Apartment,2,2,2,"Pune, Maharashtra",Pune,Maharashtra,India,near Sonalika Tractors
3032,2,2BHK Multistorey Apartment for Resale in Chincholi Ambegaon,Apartment,2,2,,"Pune, Maharashtra",Pune,Maharashtra,India,Behind Dmart
