SLNo,Furnished_status,Facing,Car_Parking,Type_of_ownership,Booking_amount,Buy_total_price
5091,Furnished,East,1 Covered,Freehold,1000000,40000000
5092,Semi-Furnished,,"3 Covered, 2 Open",Freehold,100000,31500000
5093,Semi-Furnished,North - East,2 Covered,Freehold,500000,24000000
5094,Semi-Furnished,North - East,"1 Covered, 1 Open",Freehold,100000,26700000
5095,Unfurnished,South - East,2 Covered,Freehold,1000000,16200000
5096,Semi-Furnished,East,2 Covered,Freehold,200000,45000000
5097,Unfurnished,,,Freehold,0,13500000
5098,Furnished,South,1 Open,Freehold,2000000,25000000
5099,Unfurnished,East,,Freehold,1100000,22900000
5100,Semi-Furnished,North - West,"1 Covered, 1 Open",Freehold,0,42000000
5101,Semi-Furnished,East,2 Covered,Freehold,2000000,53000000
5102,Semi-Furnished,West,,Freehold,0,32500000
5103,Semi-Furnished,South - East,"1 Covered, 1 Open",Freehold,0,27500000
5104,Semi-Furnished,,,Power Of Attorney,0,21000000
5105,Unfurnished,,,,0,4400000
5106,Semi-Furnished,,"1 Covered, 1 Open",,500000,28000000
5107,Unfurnished,North - East,,Freehold,0,9350000
5108,Semi-Furnished,,,Freehold,50000,3300000
5109,Furnished,East,1 Covered,Leasehold,100000,9000000
5110,Unfurnished,South - East,,Freehold,0,36000000
5111,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,1000000,25000000
5112,Unfurnished,South - East,"1 Covered, 1 Open",Freehold,0,24000000
5113,Semi-Furnished,West,1 Covered,Freehold,200000,6950000
5114,Unfurnished,North - East,"1 Covered, 1 Open",Freehold,2000000,18500000
5115,Semi-Furnished,,,,0,32000000
5116,Semi-Furnished,East,1 Covered,Freehold,0,14400000
5117,Unfurnished,West,2 Covered,Freehold,1000000,9900000
5118,Semi-Furnished,East,,Freehold,1000,18000000
5119,Semi-Furnished,East,2 Covered,Freehold,0,35000000
5120,Semi-Furnished,East,2 Covered,Freehold,500000,16500000
5121,Semi-Furnished,North - East,2 Covered,Freehold,0,33000000
5122,Semi-Furnished,South,,Freehold,5000000,37000000
5123,,,,,0,56000000
5124,Semi-Furnished,North - East,,Freehold,2500000,23500000
5125,Furnished,,,Freehold,10000000,75000000
5126,Furnished,South -West,,Freehold,0,37500000
5127,Furnished,,,Power Of Attorney,200000,2500000
5128,Semi-Furnished,North - East,1 Covered,,0,15600000
5129,Semi-Furnished,,,,0,16000000
5130,Semi-Furnished,West,,Freehold,100000,16700000
5131,Semi-Furnished,East,"2 Covered, 1 Open",,0,27600000
5132,Semi-Furnished,East,,Freehold,0,36000000
5133,Semi-Furnished,East,,Freehold,810000,8100000
5134,Furnished,East,1 Open,Freehold,1000000,4500000
5135,Semi-Furnished,South - East,,Freehold,0,110000000
5136,Furnished,North - East,3 Covered,Freehold,5200000,120000000
5137,Semi-Furnished,,,Freehold,5000000,46500000
5138,Unfurnished,South - East,2 Covered,Freehold,100000,45000000
5140,Unfurnished,West,,Power Of Attorney,10000000,47000000
5141,Semi-Furnished,North - East,"2 Covered, 1 Open",Freehold,0,55000000
5142,Semi-Furnished,East,"1 Covered, 2 Open",Freehold,0,39500000
5143,Semi-Furnished,,,,0,42200000
5144,Semi-Furnished,East,3 Covered,Freehold,0,49200000
5145,Semi-Furnished,,,,0,24000000
5146,Unfurnished,East,,Freehold,1000000,25900000
5147,Unfurnished,East,,Freehold,500000,19500000
5148,Furnished,,,,2000000,17000000
5149,Semi-Furnished,,,,0,28000000
5150,Semi-Furnished,North - East,,Freehold,0,21000000
5151,Semi-Furnished,,,,0,40000000
5152,Furnished,,,,100000,2700000
5153,Semi-Furnished,South,,,0,7800000
5154,Furnished,South -West,,Freehold,0,28500000
5155,Furnished,East,1 Covered,,0,35500000
5156,Unfurnished,East,,Freehold,0,35000000
5157,Furnished,North - East,,Freehold,0,28000000
5158,Semi-Furnished,,,,5000000,24000000
5159,Semi-Furnished,North - West,,Freehold,1000000,15000000
5160,Semi-Furnished,West,,Freehold,0,45000000
5161,Unfurnished,North - East,1 Covered,Freehold,0,19900000
5162,Furnished,East,1 Covered,Power Of Attorney,7500000,35000000
5163,Furnished,East,2 Covered,Freehold,3000000,31000000
5164,Semi-Furnished,,,,200000,5500000
5165,Unfurnished,South -West,,Freehold,3000000,13000000
5166,Semi-Furnished,North,,Freehold,0,24000000
5167,Semi-Furnished,East,3 Covered,Freehold,800000,80000000
5168,Unfurnished,East,,Freehold,0,19900000
5169,Furnished,West,,,50000000,28200000
5170,Semi-Furnished,East,1 Open,Freehold,1000000,16000000
5171,Unfurnished,North - West,,Freehold,0,10000000
5172,Furnished,,1 Covered,Power Of Attorney,0,3000000
5173,Semi-Furnished,East,,Freehold,500000,5800000
5174,Semi-Furnished,West,"1 Covered, 1 Open",Freehold,3350000,34000000
5175,Furnished,North - East,104 Covered,Freehold,0,21500000
5176,Furnished,,,,1700000,17000000
5177,Furnished,,,,2500000,9500000
5178,Semi-Furnished,North,2 Covered,Freehold,0,22000000
5179,Semi-Furnished,North - East,"1 Covered, 1 Open",Freehold,0,50000000
5180,Semi-Furnished,East,3 Open,Freehold,51000,2300000
5181,Semi-Furnished,North - East,1 Covered,Freehold,4000000,18000000
5182,Semi-Furnished,East,,Freehold,0,17000000
5183,Semi-Furnished,North - East,"1 Covered, 1 Open",Freehold,100000,25100000
5184,Semi-Furnished,North - East,"1 Covered, 1 Open",Freehold,500000,23500000
5185,Semi-Furnished,North,"2 Covered, 1 Open",Freehold,100000,35000000
5186,Semi-Furnished,North,2 Covered,Freehold,100000,26000000
5187,Semi-Furnished,North - East,1 Covered,Freehold,100000,18000000
5188,Semi-Furnished,East,1 Covered,Freehold,2500000,11200000
5189,Semi-Furnished,North - East,1 Covered,Freehold,1000000,39500000
5190,Semi-Furnished,,1 Covered,,0,9000000
5191,Semi-Furnished,North - East,1 Covered,Freehold,500000,27300000
5192,Semi-Furnished,North - East,2 Covered,Freehold,500000,22500000
5193,Semi-Furnished,North - East,3 Covered,Freehold,500000,385000000
5194,Unfurnished,North - East,1 Covered,Freehold,100000,18500000
5195,Semi-Furnished,North - East,2 Covered,Freehold,8500000,85000000
5196,Semi-Furnished,North - East,1 Covered,Freehold,500000,29000000
5197,Semi-Furnished,East,1 Covered,Freehold,3561900,35600000
5198,Semi-Furnished,North - East,2 Covered,Freehold,1000000,43400000
5199,Unfurnished,East,3 Covered,Freehold,15000000,130000000
5200,Semi-Furnished,,,,500000,41400000
5201,Semi-Furnished,North - East,"1 Covered, 1 Open",Freehold,100000,27000000
5202,Unfurnished,East,1 Covered,Freehold,1000000,27000000
5203,Unfurnished,North - East,,Freehold,100000,26500000
5204,Semi-Furnished,South,1 Covered,Freehold,200000,22000000
5205,Semi-Furnished,East,2 Covered,Freehold,1000000,17500000
5206,Unfurnished,East,,Freehold,1800000,22500000
5207,Semi-Furnished,North - West,2 Covered,Freehold,2000000,27000000
5208,Semi-Furnished,North - East,"1 Covered, 1 Open",Freehold,500000,27500000
5209,Unfurnished,North - East,,Freehold,1000000,32500000
5210,Semi-Furnished,,1 Covered,,1000000,57500000
5211,,,,,0,19000000
5212,Furnished,East,2 Covered,Freehold,0,68800000
5213,Semi-Furnished,East,2 Covered,Freehold,2000000,42500000
5214,Unfurnished,,,,1500000,21000000
5215,Semi-Furnished,North,"2 Covered, 1 Open",Freehold,500000,65000000
5216,Semi-Furnished,North - East,2 Covered,Freehold,1000000,44500000
5217,Semi-Furnished,North - East,2 Covered,Freehold,3500000,35000000
5218,Semi-Furnished,East,3 Covered,Freehold,500000,110000000
5219,Unfurnished,East,2 Covered,Freehold,2100000,26900000
5220,Furnished,North - East,2 Covered,Freehold,2600000,26000000
5221,Semi-Furnished,North - East,3 Covered,Freehold,1000000,80000000
5222,Unfurnished,North,2 Covered,Freehold,500000,50000000
5223,Semi-Furnished,East,3 Covered,Freehold,500000,200000000
5224,Unfurnished,North - East,"1 Covered, 1 Open",Freehold,100000,19000000
5225,Unfurnished,East,,Freehold,500000,62000000
5226,Semi-Furnished,North - East,1 Covered,Freehold,200000,20000000
5227,Semi-Furnished,North - East,1 Open,Freehold,216860,21900000
5228,Semi-Furnished,North - East,"1 Covered, 1 Open",Freehold,170000,16500000
5229,Semi-Furnished,East,,Freehold,50000,34900000
5230,Semi-Furnished,North,1 Covered,Freehold,500000,15000000
5231,Semi-Furnished,North - East,1 Covered,Freehold,500000,21500000
5232,Semi-Furnished,North - East,3 Covered,Freehold,500000,33000000
5233,Semi-Furnished,North - East,"1 Covered, 1 Open",Freehold,1500000,37800000
5234,Semi-Furnished,,,Freehold,0,25000000
5235,Semi-Furnished,East,1 Covered,Freehold,3700000,9000000
5236,Semi-Furnished,West,,Freehold,0,22200000
5237,Unfurnished,East,,Freehold,0,12000000
5238,Semi-Furnished,,,,0,1200000
5239,Semi-Furnished,,,,0,3800000
5240,Unfurnished,South - East,,Freehold,0,37000000
5241,Semi-Furnished,North,2 Open,Freehold,0,24500000
5242,Semi-Furnished,,,Freehold,0,9230000
5243,Unfurnished,,1 Covered,,0,14000000
5244,Unfurnished,,,Freehold,1500000,23000000
5245,Semi-Furnished,,,,0,16000000
5246,Semi-Furnished,,,Freehold,600000,6000000
5247,Semi-Furnished,West,,Freehold,0,3000000
5248,Unfurnished,,,,0,40000000
5249,Unfurnished,East,,Freehold,0,6500000
5250,Semi-Furnished,North,,Freehold,5000000,25000000
5251,Unfurnished,East,"1 Covered, 1 Open",Freehold,0,24800000
5252,Semi-Furnished,,,,0,12500000
5253,Unfurnished,,,,0,13800000
5254,Furnished,North - East,,Freehold,1000000,25000000
5255,Furnished,,,,200000,4000000
5256,Semi-Furnished,,,Power Of Attorney,0,4000000
5257,Unfurnished,East,,Freehold,0,3470000
5258,Unfurnished,East,,Freehold,0,15500000
5259,Unfurnished,,,,0,3000000
5260,Semi-Furnished,North,"2 Covered, 1 Open",Freehold,0,26000000
5261,Semi-Furnished,,,,0,3250000
5262,Unfurnished,East,,Freehold,0,4500000
5263,Semi-Furnished,,,,0,5700000
5264,Unfurnished,,,,500000,4200000
5265,Unfurnished,East,,Freehold,500000,17500000
5266,Semi-Furnished,,1 Covered,,0,11000000
5267,Furnished,,,Freehold,0,10000000
5268,Semi-Furnished,,,,0,46000000
5269,Unfurnished,North - East,,Freehold,0,14000000
5270,Semi-Furnished,,,Freehold,0,3400000
5271,Semi-Furnished,North - East,,Freehold,0,50000000
5272,Furnished,,,,0,57500000
5273,Unfurnished,,,,17000000,17000000
5274,Furnished,,,,100000,4030000
5275,Unfurnished,,,,0,40000000
5276,Unfurnished,,,,0,2090000
5277,Semi-Furnished,,,,0,5150000
5278,Unfurnished,,,,0,12500000
5279,Furnished,,,Leasehold,0,8500000
5280,Unfurnished,,,Freehold,1350000,13500000
5281,Semi-Furnished,East,,Freehold,100000,16700000
5282,Furnished,,,,0,7500000
5283,Semi-Furnished,,,,0,11000000
5284,Semi-Furnished,,,Freehold,0,8520000
5285,Unfurnished,,,,0,8500000
5286,Furnished,North,,Freehold,100000,1800000
5287,Semi-Furnished,,2 Covered,Freehold,0,11800000
5288,Unfurnished,South -West,,Freehold,0,14000000
5289,Unfurnished,East,,Freehold,0,17000000
5290,Unfurnished,East,,Freehold,20000000,25000000
5291,Semi-Furnished,West,,,250000,4800000
5292,Unfurnished,,,Freehold,0,11500000
5293,Unfurnished,,,Co-operative Society,1250000,20000000
5294,Unfurnished,East,,Power Of Attorney,500000,7000000
5295,Semi-Furnished,,,,0,8500000
5296,Semi-Furnished,East,,Freehold,0,180000000
5297,,,,Freehold,0,25000000
5298,Semi-Furnished,,,Freehold,0,24000000
5299,Unfurnished,North - East,,Co-operative Society,0,9500000
5300,Unfurnished,East,,Freehold,0,15700000
5301,Unfurnished,North - East,1 Covered,Freehold,6000000,5500000
5302,Unfurnished,,,Freehold,1000000,28000000
5303,Semi-Furnished,,,,120000,12000000
5304,Unfurnished,,,,0,5100000
5305,Semi-Furnished,East,1 Covered,Freehold,0,5500000
5306,Furnished,,,,0,18000000
5307,Semi-Furnished,West,"1 Covered, 1 Open",Freehold,0,25000000
5308,Unfurnished,East,1 Covered,,0,11000000
5309,Furnished,,1 Covered,,0,9900000
5310,Semi-Furnished,North - West,2 Covered,Power Of Attorney,0,39000000
5311,Semi-Furnished,East,,Power Of Attorney,0,10500000
5312,Unfurnished,North - East,1 Covered,Freehold,100000,9000000
5313,Unfurnished,South - East,,Freehold,0,2800000
5314,Semi-Furnished,,,,0,42500000
5315,Semi-Furnished,,,,0,5000000
5316,Unfurnished,,1 Covered,,0,8000000
5317,Unfurnished,North,,Freehold,0,12800000
5318,Unfurnished,East,,Freehold,1000000,17500000
5319,Unfurnished,,,,0,13500000
5320,Unfurnished,East,,Co-operative Society,0,29900000
5321,,,,,0,4210000
5322,Furnished,,,,0,5200000
5323,Semi-Furnished,,,,0,23000000
5324,Unfurnished,,,,0,2000000
5325,Semi-Furnished,,,,0,6500000
5326,Semi-Furnished,,,,0,2600000
5327,Semi-Furnished,North - West,2 Covered,Freehold,0,62500000
5328,Unfurnished,,,,0,5500000
5329,Semi-Furnished,,,,0,1700000
5330,Unfurnished,,,Freehold,0,26500000
5331,Semi-Furnished,,,,0,3100000
5332,Semi-Furnished,,,Freehold,0,17500000
5333,Semi-Furnished,West,,Freehold,390000,3900000
5334,Semi-Furnished,,1 Covered,Freehold,0,25000000
5335,Unfurnished,,,,0,7700000
5336,Semi-Furnished,North,,Freehold,1300000,13000000
5337,Semi-Furnished,,,,300000,3000000
5338,Semi-Furnished,,1 Open,,0,8500000
5339,Furnished,,,,0,5500000
5340,Furnished,,,,0,4500000
5341,Semi-Furnished,East,503 Covered,Freehold,500000,27000000
5342,Semi-Furnished,North - East,,Freehold,0,6850000
5343,Semi-Furnished,,,,0,15000000
5344,Furnished,North - East,2 Covered,Freehold,0,35000000
5345,Unfurnished,,,,100000,8500000
5346,Semi-Furnished,East,,,0,14500000
5347,Unfurnished,,,,0,3600000
5348,Semi-Furnished,East,1 Open,,0,4000000
5349,Unfurnished,North - East,,Freehold,0,30800000
5350,Unfurnished,East,,Power Of Attorney,300000,4000000
5351,Unfurnished,East,,,0,4400000
5352,Unfurnished,,1 Open,,0,3300000
5353,Semi-Furnished,,,Freehold,0,12000000
5354,Semi-Furnished,,,,0,5200000
5355,Semi-Furnished,North - East,,Freehold,0,1650000
5356,Furnished,West,,Freehold,0,9000000
5357,Semi-Furnished,North,,Freehold,0,26000000
5358,Semi-Furnished,,,,0,18000000
5359,Unfurnished,,,,0,4500000
5360,Unfurnished,East,,Freehold,0,16500000
5361,Unfurnished,,,,0,10500000
5362,Semi-Furnished,,1 Covered,Freehold,100000,2500000
5363,Semi-Furnished,North,,,0,14300000
5364,Furnished,East,,Freehold,0,25000000
5365,Furnished,East,"2 Covered, 2 Open",Freehold,500000,35000000
5366,Unfurnished,East,,Freehold,1000000,10200000
5367,Furnished,East,,Freehold,0,12000000
5368,Semi-Furnished,North,,Freehold,100001,12000000
5369,Unfurnished,,,,0,9900000
5370,Unfurnished,,,,0,13500000
5371,Semi-Furnished,East,2 Covered,Freehold,0,44000000
5372,Semi-Furnished,,,,0,7800000
5373,Semi-Furnished,South -West,"1 Covered, 1 Open",Freehold,0,90000000
5374,Furnished,East,,Freehold,850000,15000000
5375,Unfurnished,North - East,,Freehold,500000,10500000
5376,Unfurnished,,,,0,6500000
5377,Semi-Furnished,,,,0,17500000
5378,Unfurnished,,,Freehold,0,6500000
5379,Unfurnished,North - East,,Co-operative Society,1000000,2100000
5380,Unfurnished,,,,0,20500000
5381,Furnished,,,,0,6800000
5382,Unfurnished,East,,Freehold,5000000,35000000
5383,Unfurnished,East,,Co-operative Society,0,1500000
5384,Semi-Furnished,,,,0,78000000
5385,Unfurnished,,,,0,6000000
5386,Semi-Furnished,East,2 Covered,,0,32000000
5387,Unfurnished,,,,0,3600000
5388,Unfurnished,North,,Freehold,0,33000000
5389,Unfurnished,North - East,,Freehold,0,26500000
5390,Unfurnished,East,,Freehold,2000000,39500000
5391,Semi-Furnished,,,,399999,39900000
5392,Semi-Furnished,North - East,,Freehold,0,26000000
5393,Semi-Furnished,,,,0,22500000
5394,Unfurnished,,,,0,49600000
5395,Semi-Furnished,East,"1 Covered, 3 Open",Freehold,100000,31000000
5396,Furnished,,,,0,15000000
5397,Furnished,South -West,,Freehold,0,53000000
5398,Semi-Furnished,South,,Freehold,500000,16000000
5399,Furnished,South - East,2 Covered,Freehold,0,25000000
5400,Unfurnished,,,,0,11000000
5401,Semi-Furnished,,,,0,7350000
5402,Semi-Furnished,South -West,,Freehold,0,12500000
5403,Unfurnished,,,,0,11500000
5404,Semi-Furnished,,,Freehold,0,6000000
5405,Unfurnished,East,,,1700000,19700000
5406,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,40000000
5407,Semi-Furnished,North - East,2 Covered,Freehold,0,18500000
5408,Semi-Furnished,,,,0,10000000
5409,Semi-Furnished,,,Co-operative Society,0,3500000
5410,Semi-Furnished,South,,Freehold,2000000,22000000
5411,Semi-Furnished,East,,Freehold,0,7500000
5412,Furnished,North - East,1 Covered,Freehold,100000,14600000
5413,Semi-Furnished,East,,Freehold,0,25000000
5414,Unfurnished,East,,Freehold,0,3600000
5415,Semi-Furnished,North - East,,Freehold,500000,43000000
5416,Unfurnished,,,Freehold,200000,9500000
5417,Semi-Furnished,,1 Covered,Freehold,0,11500000
5418,Unfurnished,,,,0,6400000
5419,Unfurnished,North - East,,Freehold,0,19500000
5420,Unfurnished,,,,100000,4500000
5421,Unfurnished,North - East,,Freehold,0,11000000
5422,Furnished,East,,Freehold,100000,6200000
5423,Unfurnished,,,,0,1600000
5424,Unfurnished,,,Freehold,0,12500000
5425,Unfurnished,,,,0,10000000
5426,Semi-Furnished,North - East,2 Covered,Freehold,500000,85000000
5427,Semi-Furnished,East,,,0,11000000
5428,Semi-Furnished,North - East,132 Open,Leasehold,500000,4700000
5429,Semi-Furnished,South,"1 Covered, 1 Open",Freehold,0,35000000
5430,Semi-Furnished,,,,0,16000000
5431,Semi-Furnished,North,1 Covered,Freehold,100000,5000000
5432,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,7800000
5433,,,"1 Covered, 1 Open",,0,8450000
5434,Semi-Furnished,,,,0,15000000
5435,Semi-Furnished,,,,0,30000000
5436,Semi-Furnished,,,,0,3000000
5437,Semi-Furnished,North,,Freehold,300000,6200000
5438,Unfurnished,,,,0,12000000
5439,Unfurnished,,,,500000,6000000
5440,Semi-Furnished,North - West,,Freehold,0,15000000
5441,Unfurnished,East,"1 Covered, 1 Open",Freehold,1000000,44000000
5442,Semi-Furnished,,,Freehold,1850000,18500000
5443,Semi-Furnished,,,,0,30000000
5444,Semi-Furnished,,,Freehold,0,23700000
5445,Semi-Furnished,South -West,"1 Covered, 1 Open",Freehold,2500000,31500000
5446,Furnished,,,Freehold,0,18000000
5447,Semi-Furnished,,,,0,22500000
5448,Semi-Furnished,North - East,,Freehold,0,1900000
5449,Unfurnished,,,,0,42000000
5450,Semi-Furnished,North - East,,Freehold,1500000,12000000
5451,Unfurnished,,,,0,2600000
5452,Unfurnished,,,Freehold,0,3900000
5453,Semi-Furnished,North - East,,Freehold,1500000,15500000
5454,Unfurnished,,1 Covered,Freehold,500000,8700000
5455,Semi-Furnished,North - East,"1 Covered, 1 Open",Freehold,100000,7200000
5456,Unfurnished,,,,0,10000000
5457,Unfurnished,North - East,,Freehold,0,15000000
5458,Semi-Furnished,,,,100000,4000000
5459,Semi-Furnished,,,Power Of Attorney,0,7050000
5460,Semi-Furnished,,,,0,19000000
5461,Semi-Furnished,,,,0,6800000
5462,Semi-Furnished,,,,0,21500000
5463,Unfurnished,,,,0,6500000
5464,Semi-Furnished,,,,0,30500000
5465,Semi-Furnished,,,,0,13500000
5466,Semi-Furnished,North - East,1 Covered,Freehold,1000000,43000000
5467,Semi-Furnished,,,,0,20000000
5468,Unfurnished,,,,0,14000000
5469,Unfurnished,North - East,,,0,60000000
5470,Furnished,East,,Freehold,1000000,120000000
5471,Unfurnished,,,,0,3500000
5472,Unfurnished,,"1 Covered, 1 Open",Freehold,0,9000000
5473,Semi-Furnished,North - West,,Co-operative Society,21000,16000000
5474,Semi-Furnished,,,,0,26000000
5475,Semi-Furnished,,,,0,2800000
5476,Furnished,East,,Freehold,0,25000000
5477,Furnished,,,,0,6000000
5478,Unfurnished,East,,Freehold,0,3000000
5479,Semi-Furnished,North - East,,,0,29000000
5480,Semi-Furnished,East,,Freehold,0,7600000
5481,Furnished,North - West,1 Open,Freehold,2000000,21000000
5482,Semi-Furnished,,,,500000,12500000
5483,Furnished,South - East,,Freehold,0,8000000
5484,Semi-Furnished,,,,0,9000000
5485,Semi-Furnished,East,,Freehold,300000,5000000
5486,Semi-Furnished,East,,Freehold,10000000,56000000
5487,Unfurnished,North - West,,Freehold,0,60000000
5488,Semi-Furnished,,,,0,8500000
5489,Semi-Furnished,West,,Freehold,0,7900000
5490,Semi-Furnished,,,,1000000,10000000
5491,Semi-Furnished,,,,0,55500000
5492,Furnished,East,,Freehold,0,26500000
5493,Furnished,East,"1 Covered, 1 Open",,0,8000000
5494,Unfurnished,,2 Covered,,0,5000000
5495,Semi-Furnished,,,Freehold,0,20000000
5496,Semi-Furnished,East,,,0,8100000
5497,Unfurnished,East,,Freehold,0,17000000
5498,Unfurnished,,,,0,5200000
5499,Unfurnished,,,,0,2950000
5500,Unfurnished,,,Freehold,500000,7800000
5501,Unfurnished,,,,500000,18500000
5502,Semi-Furnished,South,,Freehold,0,4500000
5503,Unfurnished,,,,1000000,8500000
5504,Semi-Furnished,West,,Freehold,0,37000000
5505,Furnished,North - East,1 Covered,Freehold,0,16000000
5506,Semi-Furnished,East,,Freehold,0,10500000
5507,Semi-Furnished,,,,0,7500000
5508,Semi-Furnished,,,,0,18000000
5509,Semi-Furnished,North,,Freehold,2000000,18000000
5510,Semi-Furnished,,,,200000,14000000
5511,Unfurnished,North - East,,Leasehold,3000000,31900000
5512,Unfurnished,East,,Freehold,1000000,40000000
5513,Furnished,,,,100000,5000000
5514,Unfurnished,,,,0,7420000
5515,Unfurnished,,,Freehold,50000,3800000
5516,Semi-Furnished,,,Freehold,0,24000000
5517,Semi-Furnished,,,,0,20200000
5518,Semi-Furnished,North,"1 Covered, 2 Open",Freehold,0,11200000
5519,Furnished,East,,Freehold,200000,17500000
5520,Semi-Furnished,,,,0,31000000
5521,Semi-Furnished,,,,0,30000000
5522,Unfurnished,North - East,,,0,23500000
5523,Unfurnished,,,,0,4500000
5524,Semi-Furnished,,,,2000000,22000000
5525,Semi-Furnished,South -West,,Freehold,0,46900000
5526,Furnished,North,1 Covered,Freehold,0,10000000
5527,Unfurnished,,,,0,7980000
5528,Unfurnished,East,,Freehold,100000,11500000
5529,Semi-Furnished,,,,0,8500000
5530,Semi-Furnished,North - East,,Freehold,0,21000000
5531,Unfurnished,South -West,,Freehold,3000000,32500000
5532,Semi-Furnished,East,,Freehold,0,18000000
5533,Furnished,North,,Freehold,0,24000000
5534,Semi-Furnished,North - East,,Freehold,0,45000000
5535,Furnished,North,,Freehold,1500000,18600000
5536,Unfurnished,North,1 Open,Freehold,0,30000000
5537,Semi-Furnished,East,,,0,14500000
5538,Semi-Furnished,North - West,,Freehold,0,44500000
5539,Semi-Furnished,,,,500000,25000000
5540,Semi-Furnished,East,,Freehold,383000,3830000
5541,Unfurnished,North - East,,Freehold,500000,6000000
5542,Unfurnished,North - East,1 Open,Freehold,0,17000000
5543,Unfurnished,,,,0,24000000
5544,Semi-Furnished,North - East,1 Covered,Co-operative Society,0,30000000
5545,Semi-Furnished,,,,0,6000000
5546,Unfurnished,,,,0,13200000
5547,Semi-Furnished,,,,0,15500000
5548,Semi-Furnished,,,,0,8500000
5549,Semi-Furnished,East,,Freehold,0,35000000
5550,Furnished,,,,0,20000000
5551,Unfurnished,,,,0,13500000
5552,Furnished,,,,0,3500000
5553,Unfurnished,North - East,,Freehold,0,29000000
5554,Unfurnished,East,,Freehold,100000,13000000
5555,Semi-Furnished,,,Freehold,0,3000000
5556,Semi-Furnished,,,,0,8800000
5557,Semi-Furnished,,,,3500000,35000000
5558,Semi-Furnished,East,,,0,9000000
5559,Semi-Furnished,West,,Freehold,500000,9000000
5560,Semi-Furnished,,,,500000,6000000
5561,Semi-Furnished,East,,Freehold,0,3550000
5562,Semi-Furnished,,,,0,11500000
5563,Semi-Furnished,North,,Freehold,5000000,22000000
5564,Semi-Furnished,,,,0,5500000
5565,Unfurnished,,,,0,8000000
5566,,,,,0,17000000
5567,Semi-Furnished,North,1 Covered,Freehold,0,12800000
5568,Semi-Furnished,North - East,2 Covered,Freehold,15,18000000
5569,Unfurnished,,,,5000000,16000000
5570,Semi-Furnished,East,"1 Covered, 1 Open",Freehold,0,11000000
5571,Semi-Furnished,East,1 Covered,,0,40000000
5572,Semi-Furnished,,1 Open,Freehold,0,14500000
5573,,East,1 Covered,Freehold,0,23000000
5574,,,,,0,17000000
5575,Unfurnished,North,"1 Covered, 1 Open",Freehold,0,13500000
5576,Unfurnished,,,,0,9170000
5577,Semi-Furnished,North,,Freehold,0,40000000
5578,Unfurnished,,,Freehold,0,29500000
5579,Semi-Furnished,North - East,,Freehold,0,12000000
5580,Unfurnished,North,,Freehold,0,3500000
5581,Unfurnished,,"1 Covered, 1 Open",,0,15500000
5582,Unfurnished,,,,0,11000000
5583,Semi-Furnished,East,,Freehold,1000000,22000000
5584,Unfurnished,,,,0,4000000
5585,Semi-Furnished,,,,0,11000000
5586,Semi-Furnished,,1 Covered,Freehold,100000,16500000
5587,Furnished,East,,Freehold,0,19500000
5588,Semi-Furnished,,,,0,19500000
5589,Semi-Furnished,East,,Freehold,0,4900000
5590,Semi-Furnished,North - East,,Freehold,0,40000000
5591,Unfurnished,North - East,,Freehold,5000000,30000000
5592,Semi-Furnished,North - West,1 Covered,Freehold,0,20000000
5593,Semi-Furnished,,,Freehold,0,51500000
5594,Unfurnished,,1 Covered,,0,16000000
5595,Semi-Furnished,,,,0,5700000
5596,Unfurnished,,,,0,12000000
5597,Unfurnished,South,,Freehold,0,2550000
5598,Semi-Furnished,,,,0,9000000
5599,Semi-Furnished,East,1 Open,Freehold,250000,21000000
5600,Furnished,East,,Freehold,0,10000000
5601,Furnished,South -West,1 Covered,Freehold,0,20200000
5602,Unfurnished,,,,0,27500000
5603,Unfurnished,,,Freehold,25000,6500000
5604,Unfurnished,,,,0,2900000
5605,Semi-Furnished,East,,Freehold,0,12500000
5606,Semi-Furnished,,,,0,18000000
5607,Semi-Furnished,North,,Freehold,0,6200000
5608,Semi-Furnished,East,,Freehold,0,20500000
5609,Semi-Furnished,,"2 Covered, 1 Open",,0,12500000
5610,Semi-Furnished,,,Freehold,0,13300000
5611,Unfurnished,,,,0,2600000
5612,Unfurnished,East,,Co-operative Society,0,4800000
5613,Semi-Furnished,,,,0,7300000
5614,Unfurnished,West,,Freehold,0,17500000
5615,Semi-Furnished,South -West,,Freehold,500000,4500000
5616,Semi-Furnished,,,Freehold,0,26000000
5617,Semi-Furnished,,,,0,53000000
5618,Unfurnished,,,,0,39500000
5619,Unfurnished,,,Freehold,0,11500000
5620,Unfurnished,East,1 Covered,Freehold,0,11100000
5621,Unfurnished,,,,0,7500000
5622,Unfurnished,,,,500000,9000000
5623,Semi-Furnished,,,,0,21000000
5624,Semi-Furnished,,,,0,10500000
5625,Semi-Furnished,,,,100000,4300000
5626,Semi-Furnished,North - East,,Freehold,0,11900000
5627,Furnished,,,,0,25000000
5628,Unfurnished,South - East,2 Covered,Freehold,0,30000000
5629,Semi-Furnished,North - East,,Freehold,500000,16000000
5630,Semi-Furnished,South,2 Open,Freehold,0,19000000
5631,Furnished,,,,0,35300000
