SLNo,Furnished_status,Facing,Car_Parking,Type_of_ownership,Booking_amount,Buy_total_price
2221,Unfurnished,East,4 Covered,Freehold,0,25900000
2222,Unfurnished,,,,0,1500000
2223,Unfurnished,,188 Covered,Co-operative Society,0,13000000
2224,Unfurnished,East,,Freehold,0,4100000
2225,Unfurnished,North - East,,Co-operative Society,200000,6000000
2226,Unfurnished,East,,Co-operative Society,100000,2800000
2227,Semi-Furnished,East,,Freehold,200000,4200000
2228,Furnished,East,,Freehold,0,6200000
2229,Unfurnished,North - West,1 Open,Freehold,200000,6000000
2230,Unfurnished,East,,Freehold,100000,16000000
2231,Unfurnished,South,,Freehold,500000,10500000
2232,Unfurnished,North - East,,Freehold,0,13900000
2233,Semi-Furnished,East,,Freehold,0,11200000
2234,Semi-Furnished,,,,0,3500000
2235,Furnished,West,1 Covered,Freehold,100000,9000000
2236,Unfurnished,,,Freehold,100000,2900000
2237,Unfurnished,East,,Leasehold,0,1500000
2238,Semi-Furnished,North - West,,Co-operative Society,0,17500000
2239,Unfurnished,North,,Co-operative Society,0,4500000
2240,Unfurnished,North,1 Covered,,0,3500000
2241,Furnished,East,,Freehold,0,5000000
2242,Furnished,East,,Freehold,0,4200000
2243,Furnished,West,,Co-operative Society,50000,3500000
2244,Unfurnished,West,,Co-operative Society,0,5000000
2245,Unfurnished,East,1 Open,Freehold,10000,1950000
2246,Unfurnished,,,,0,2300000
2247,Unfurnished,North - East,,Freehold,0,20300000
2248,Unfurnished,East,,Freehold,0,11000000
2249,Unfurnished,East,,Co-operative Society,0,5000000
2250,Unfurnished,West,,Co-operative Society,100000,21000000
2251,Unfurnished,West,,Freehold,0,5200000
2252,Semi-Furnished,North - East,2 Covered,Co-operative Society,200000,5000000
2253,Unfurnished,,,,100000,7600000
2254,Semi-Furnished,,,,1680000,16800000
2255,Semi-Furnished,North,1 Open,Freehold,1100000,13500000
2256,Semi-Furnished,North,,Co-operative Society,0,3150000
2257,Unfurnished,East,,Freehold,100000,2300000
2258,Unfurnished,North,,Freehold,200000,15000000
2259,Unfurnished,East,13 Open,Co-operative Society,0,5300000
2260,Unfurnished,South,,Leasehold,2000000,11500000
2261,Unfurnished,East,,Freehold,0,2300000
2262,Semi-Furnished,,,,0,15500000
2263,Unfurnished,East,,,108000,5500000
2264,Unfurnished,West,,Co-operative Society,0,3100000
2265,Semi-Furnished,East,,Freehold,500000,12500000
2266,Unfurnished,East,,,0,1650000
2267,Unfurnished,North - East,,Freehold,50000,9800000
2268,Furnished,,,,100000,3500000
2269,Semi-Furnished,East,1 Open,Freehold,50000,2800000
2270,Unfurnished,East,1 Covered,Co-operative Society,500000,15500000
2271,,,,,0,1550000
2272,Unfurnished,East,1 Covered,Co-operative Society,0,3100000
2273,Semi-Furnished,,,Co-operative Society,0,4200000
2274,Furnished,East,,Freehold,0,19000000
2275,Semi-Furnished,North,1 Covered,Freehold,0,10500000
2276,Furnished,East,,Freehold,100000,8000000
2277,Furnished,East,2 Open,Co-operative Society,500000,12000000
2278,Furnished,North - East,,Freehold,500000,16000000
2279,Unfurnished,East,,Freehold,0,2300000
2280,Unfurnished,West,,Co-operative Society,0,2000000
2281,Unfurnished,North - East,,Freehold,0,30000000
2282,Unfurnished,South,,Freehold,0,21500000
2283,Semi-Furnished,West,,Freehold,0,7000000
2284,Unfurnished,,,,0,5900000
2285,Semi-Furnished,East,,Co-operative Society,0,5200000
2286,Unfurnished,East,10 Open,Co-operative Society,50000,1800000
2287,Unfurnished,East,1 Covered,Freehold,50000,3800000
2288,Furnished,,,,0,5200000
2289,Semi-Furnished,East,,Freehold,0,11500000
2290,Unfurnished,North,,Co-operative Society,0,6000000
2291,Unfurnished,East,,Co-operative Society,0,8200000
2292,Unfurnished,West,,Freehold,0,8800000
2293,Unfurnished,North - East,1 Open,Co-operative Society,200000,4050000
2294,Furnished,East,,Freehold,0,3310000
2295,Unfurnished,,,,0,3000000
2296,Unfurnished,,,,0,2500000
2297,Furnished,East,,Co-operative Society,0,17500000
2298,Furnished,East,,Freehold,0,13500000
2299,Unfurnished,North,,Freehold,0,3500000
2300,Semi-Furnished,East,,Co-operative Society,0,7200000
2301,Unfurnished,East,,Co-operative Society,0,850000
2302,Unfurnished,East,,Co-operative Society,0,9500000
2303,Furnished,North,2 Open,Freehold,100000,6900000
2304,Unfurnished,,,Co-operative Society,0,7500000
2305,Unfurnished,North - East,,Co-operative Society,0,3500000
2306,Furnished,East,,Freehold,500000,7000000
2307,Unfurnished,North,,Co-operative Society,0,6000000
2308,Unfurnished,North - West,,Freehold,100000,6500000
2309,Semi-Furnished,East,1 Open,Freehold,100000,3100000
2310,Furnished,East,,Freehold,0,22500000
2311,Unfurnished,North,,,500000,3200000
2312,Unfurnished,North - East,2 Covered,Freehold,0,43500000
2313,Unfurnished,East,,,0,3000000
2314,Unfurnished,South -West,,Co-operative Society,0,4800000
2315,Furnished,North - East,,,500000,12500000
2316,Semi-Furnished,East,,Freehold,0,3800000
2317,Unfurnished,North - East,,Co-operative Society,0,1280000
2318,Unfurnished,West,19 Open,Freehold,11000,2800000
2319,Unfurnished,,,,0,13500000
2320,Unfurnished,North,1 Covered,Freehold,0,11500000
2321,Unfurnished,,,,100000,11500000
2322,Unfurnished,North - East,,Freehold,0,6500000
2323,Unfurnished,East,"50 Covered, 100 Open",Freehold,51000,1650000
2324,Unfurnished,East,,Co-operative Society,100000,3500000
2325,Unfurnished,East,,Freehold,0,2600000
2326,Semi-Furnished,East,1 Open,Co-operative Society,0,9000000
2327,Furnished,West,,Freehold,500000,14500000
2328,Unfurnished,East,,Co-operative Society,0,3000000
2329,Unfurnished,East,1 Covered,Freehold,0,11500000
2330,Unfurnished,,,,0,2600000
2331,Unfurnished,East,53 Open,Co-operative Society,50000,5900000
2332,Unfurnished,North,,Co-operative Society,50000,6900000
2333,Unfurnished,North,,Freehold,11000,800000
2334,Unfurnished,West,,Freehold,0,13500000
2335,Unfurnished,East,,Co-operative Society,0,4100000
2336,Unfurnished,East,,Freehold,0,38700000
2337,Semi-Furnished,East,,Freehold,0,10000000
2338,Unfurnished,East,,Co-operative Society,0,7900000
2339,Unfurnished,East,,Leasehold,100000,23000000
2340,Unfurnished,,,Co-operative Society,0,2500000
2341,Unfurnished,East,,Co-operative Society,200000,18500000
2342,Unfurnished,East,,Co-operative Society,500000,10800000
2343,Unfurnished,South -West,,Freehold,500000,12600000
2344,Unfurnished,East,2 Open,Co-operative Society,200000,3600000
2345,Semi-Furnished,East,,Freehold,500000,3400000
2346,Furnished,,,,0,6500000
2347,Semi-Furnished,North,,Co-operative Society,100000,2200000
2348,Unfurnished,East,1 Covered,Freehold,0,2400000
2349,Semi-Furnished,East,1 Open,Freehold,100000,14000000
2350,Semi-Furnished,South - East,,Co-operative Society,100000,5400000
2351,Semi-Furnished,West,,Co-operative Society,200000,8900000
2352,Unfurnished,East,,Freehold,0,3000000
2353,Furnished,East,,Freehold,0,4950000
2354,Unfurnished,East,,Freehold,0,2500000
2355,Semi-Furnished,East,1 Open,Freehold,0,6000000
2356,Unfurnished,,,Freehold,0,4200000
2357,Unfurnished,East,,Freehold,0,25500000
2358,Unfurnished,East,,Freehold,0,3800000
2359,Furnished,East,,Freehold,0,6400000
2360,Unfurnished,East,,Freehold,0,2200000
2361,Unfurnished,West,,Freehold,100000,9800000
2362,Semi-Furnished,,,,100000,39700000
2363,Unfurnished,East,,Freehold,0,1850000
2364,Unfurnished,South - East,,Co-operative Society,10000,2100000
2365,Semi-Furnished,East,1 Open,Freehold,0,6500000
2366,Unfurnished,East,,Co-operative Society,2500000,15000000
2367,Unfurnished,East,,Freehold,200000,9300000
2368,Furnished,South - East,1 Covered,Freehold,200000,12500000
2369,Unfurnished,East,,Freehold,0,8000000
2370,Furnished,East,,Freehold,0,8000000
2371,Unfurnished,,,,0,5300000
2372,Semi-Furnished,East,1 Open,Co-operative Society,100000,5200000
2373,Semi-Furnished,East,,Freehold,100000,7200000
2374,Furnished,East,1 Open,Freehold,0,5900000
2375,Unfurnished,East,,Freehold,0,4700000
2376,Unfurnished,North,15 Open,Freehold,0,1950000
2377,Unfurnished,East,,Freehold,100000,5700000
2378,Semi-Furnished,,,,0,27000000
2379,Semi-Furnished,East,,Freehold,0,7500000
2380,Unfurnished,East,951 Open,Freehold,200000,4900000
2381,Unfurnished,,1 Open,Freehold,100000,5000000
2382,Unfurnished,East,,Co-operative Society,10000,1900000
2383,Unfurnished,East,,Co-operative Society,350000,7010000
2384,Unfurnished,,,,0,3000000
2385,Unfurnished,East,,Freehold,0,18000000
2386,Semi-Furnished,East,,Freehold,0,4400000
2387,Unfurnished,East,1 Open,Freehold,100000,5550000
2388,Unfurnished,North - East,1 Open,Freehold,0,5800000
2389,Semi-Furnished,,"1 Covered, 1 Open",,100000,8800000
2390,Unfurnished,North - West,,Freehold,0,3200000
2391,Unfurnished,East,,,500000,5100000
2392,Furnished,East,,Freehold,100000,2500000
2393,Semi-Furnished,North,,Co-operative Society,0,8500000
2394,Unfurnished,East,,Co-operative Society,0,4000000
2395,Furnished,North - East,1 Covered,Freehold,0,13500000
2396,Unfurnished,North,,Freehold,0,5500000
2397,Semi-Furnished,,1 Covered,,0,10700000
2398,Semi-Furnished,East,,Freehold,0,2800000
2399,Semi-Furnished,East,10 Open,Co-operative Society,0,3500000
2400,Semi-Furnished,,,Freehold,100000,9000000
2401,Semi-Furnished,East,1 Open,Freehold,0,35000000
2402,Unfurnished,North,,Co-operative Society,0,7000000
2403,Semi-Furnished,East,,Freehold,100000,1850000
2404,Furnished,North - West,1 Covered,Freehold,0,22500000
2405,Unfurnished,East,,Freehold,0,4800000
2406,Furnished,,,,0,15000000
2407,Semi-Furnished,South - East,,Freehold,0,5000000
2408,Semi-Furnished,East,,Freehold,500000,6500000
2409,Furnished,East,2 Covered,Co-operative Society,100000,35000000
2410,Unfurnished,,,,0,2970000
2411,Unfurnished,West,,Co-operative Society,0,4200000
2412,Unfurnished,West,1 Open,Co-operative Society,100000,2200000
2413,Semi-Furnished,South,,Co-operative Society,0,25500000
2414,Unfurnished,East,,Freehold,0,10000000
2415,Semi-Furnished,North - East,1 Covered,Freehold,0,5400000
2416,Unfurnished,,,,0,2400000
2417,Unfurnished,,,,0,4500000
2418,Unfurnished,,,,100000,2700000
2419,Unfurnished,South - East,10 Open,Co-operative Society,0,3500000
2420,Semi-Furnished,East,1 Open,Co-operative Society,100000,6950000
2421,Unfurnished,,,Co-operative Society,0,8000000
2422,Unfurnished,East,1 Covered,Freehold,0,4800000
2423,Unfurnished,North,,Co-operative Society,0,3200000
2424,Semi-Furnished,East,1 Covered,Freehold,0,8500000
2425,Semi-Furnished,West,,Co-operative Society,50000,2700000
2426,Unfurnished,North,,Leasehold,0,6700000
2427,Unfurnished,East,,Co-operative Society,0,12700000
2428,Semi-Furnished,East,,Co-operative Society,100000,5750000
2429,Unfurnished,East,,Freehold,0,6500000
2430,Semi-Furnished,West,"1 Covered, 1 Open",Freehold,0,5400000
2431,Semi-Furnished,West,5 Open,Freehold,100000,5000000
2432,Unfurnished,East,20 Open,Leasehold,0,3600000
2433,Unfurnished,East,,Freehold,0,8500000
2434,Semi-Furnished,East,,Freehold,0,7000000
2435,Semi-Furnished,North - East,1 Open,Co-operative Society,100000,9200000
2436,Unfurnished,East,1 Covered,Freehold,1100000,15900000
2437,Semi-Furnished,North,,Freehold,500000,11000000
2438,Unfurnished,North - East,1 Covered,Freehold,500000,17200000
2439,Unfurnished,North - East,2 Covered,Co-operative Society,500000,18500000
2440,Unfurnished,East,3 Covered,Co-operative Society,1000000,35000000
2441,Semi-Furnished,North,1 Covered,Co-operative Society,200000,13200000
2442,Furnished,East,1 Covered,Freehold,1000000,15500000
2443,Unfurnished,North - East,1 Covered,Freehold,100000,7900000
2444,Semi-Furnished,North - West,,Freehold,1000000,35000000
2445,Unfurnished,East,"1 Covered, 1 Open",Freehold,500000,22500000
2446,Semi-Furnished,East,1 Covered,Freehold,100000,14000000
2447,Unfurnished,East,1 Open,Freehold,100000,3200000
2448,Unfurnished,West,1 Covered,Freehold,51000,6200000
2449,Unfurnished,North - West,1 Covered,Co-operative Society,100000,6400000
2450,Unfurnished,North - East,,Co-operative Society,0,11000000
2451,Unfurnished,,,,0,11500000
2452,Semi-Furnished,,1 Open,,0,3000000
2453,Unfurnished,East,1 Open,Freehold,0,2700000
2454,Semi-Furnished,,,,0,4000000
2455,Unfurnished,East,,Co-operative Society,0,1900000
2456,Semi-Furnished,East,,Freehold,0,10000000
2457,Unfurnished,East,,Freehold,0,4100000
2458,Unfurnished,,,Co-operative Society,0,2000000
2459,Unfurnished,East,,Co-operative Society,111000,7250000
2460,Furnished,East,1 Open,Freehold,11000000,20000000
2461,Furnished,East,10 Open,Co-operative Society,100000,4400000
2462,Unfurnished,East,,,1000000,14000000
2463,Unfurnished,,,,0,6300000
2464,Unfurnished,,,,0,2800000
2465,Unfurnished,,,Co-operative Society,100000,2000000
2466,Unfurnished,East,,,0,5000000
2467,Unfurnished,East,,Co-operative Society,0,3700000
2468,Unfurnished,,,,0,2700000
2469,Semi-Furnished,,,Co-operative Society,300000,12000000
2470,Semi-Furnished,,1 Covered,Co-operative Society,0,8000000
2471,Semi-Furnished,East,,Freehold,0,7500000
2472,Semi-Furnished,East,1 Open,,0,7200000
2473,Unfurnished,,,Co-operative Society,0,5300000
2474,Furnished,,,,0,7400000
2475,Semi-Furnished,,,,0,6000000
2476,Unfurnished,East,,Freehold,100000,3000000
2477,Semi-Furnished,East,,Co-operative Society,100000,2000000
2478,Semi-Furnished,,,,0,1950000
2479,Semi-Furnished,,,,0,4600000
2480,Semi-Furnished,,,,0,4500000
2481,Furnished,East,,Freehold,0,13000000
2482,Furnished,North - East,,Co-operative Society,0,12500000
2483,Semi-Furnished,,,Co-operative Society,0,7000000
2484,Unfurnished,,,,0,1600000
2485,Unfurnished,East,,Co-operative Society,0,4200000
2486,Unfurnished,,,,0,2500000
2487,Unfurnished,North - East,1 Open,Co-operative Society,0,5550000
2488,Unfurnished,East,,Freehold,100000,4500000
2489,Unfurnished,,,,0,4000000
2490,Semi-Furnished,,,,0,4000000
2491,Furnished,East,1 Open,Co-operative Society,200000,12000000
2492,Unfurnished,North - West,,Freehold,0,4100000
2493,Unfurnished,East,,Co-operative Society,0,2250000
2494,Semi-Furnished,,,Co-operative Society,0,6700000
2495,Unfurnished,,,Freehold,50000,6000000
2496,Furnished,,,,0,3000000
2497,Unfurnished,South - East,,Freehold,100000,5600000
2498,Unfurnished,East,,Freehold,100000,6500000
2499,Unfurnished,,,,0,1650000
2500,Unfurnished,South - East,,Freehold,600000,5400000
2501,Semi-Furnished,South,10 Open,Co-operative Society,0,3700000
2502,Unfurnished,,,,0,4200000
2503,Furnished,,,,0,8200000
2504,Unfurnished,,,,0,8000000
2505,Semi-Furnished,North - West,1 Covered,Co-operative Society,100000,4650000
2506,Unfurnished,West,,Freehold,0,38500000
2507,Unfurnished,,,,0,4800000
2508,Unfurnished,West,,Co-operative Society,0,3800000
2509,Unfurnished,,,,0,1650000
2510,Semi-Furnished,East,1 Covered,Co-operative Society,0,14500000
2511,Unfurnished,,,,0,3000000
2512,Furnished,,,,0,29900000
2513,Unfurnished,,,,500000,11000000
2514,Unfurnished,,,,0,2500000
2515,Unfurnished,East,,Co-operative Society,0,3500000
2516,Unfurnished,East,,Freehold,0,1200000
2517,Furnished,,,,0,9100000
2518,Furnished,,,,0,2500000
2519,Semi-Furnished,East,,,0,8500000
2520,Furnished,East,,Freehold,0,12500000
2521,Semi-Furnished,,,,0,9200000
2522,Unfurnished,North - West,1 Covered,Freehold,500000,12500000
2523,Furnished,East,,Co-operative Society,5000,1900000
2524,,North,,Co-operative Society,0,2250000
2525,Unfurnished,East,,Co-operative Society,50000,2050000
2526,Unfurnished,East,,Leasehold,0,4500000
2527,Unfurnished,South - East,,Freehold,0,6500000
2528,Furnished,North,1 Covered,Freehold,0,9200000
2529,Semi-Furnished,East,2 Covered,Freehold,0,21000000
2530,Unfurnished,East,1 Covered,,0,6000000
2531,Semi-Furnished,,,Co-operative Society,500000,10700000
2532,Unfurnished,,,Freehold,0,5370000
2533,Unfurnished,,,,0,1700000
2534,Unfurnished,North - East,,Freehold,0,7800000
2535,Semi-Furnished,East,,Freehold,945000,9400000
2536,Unfurnished,,,Freehold,0,4100000
2537,Unfurnished,,,Co-operative Society,500000,15000000
2538,Semi-Furnished,North,,Co-operative Society,0,12000000
2539,Unfurnished,,,,0,2500000
2540,Unfurnished,,,,101000,3500000
2541,Unfurnished,,,,0,3800000
2542,Unfurnished,,,Freehold,100000,6000000
2543,Unfurnished,,,,0,1500000
2544,Unfurnished,,,,0,2600000
2545,Unfurnished,East,,Freehold,0,2800000
2546,Semi-Furnished,East,,Co-operative Society,0,5500000
2547,Semi-Furnished,,,,0,10000000
2548,Furnished,North - East,101 Covered,Freehold,100000,2100000
2549,Semi-Furnished,,,,0,6200000
2550,Semi-Furnished,,1 Open,Freehold,0,5100000
2551,Semi-Furnished,East,,Freehold,0,4050000
2552,Unfurnished,,,,0,2000000
2553,Semi-Furnished,,,,0,6500000
2554,Semi-Furnished,East,,Freehold,100000,5400000
2555,Unfurnished,East,1 Covered,Freehold,0,5600000
2556,Semi-Furnished,East,1 Open,Co-operative Society,0,18500000
2557,Semi-Furnished,,,,100000,4200000
2558,Unfurnished,,,,0,2400000
2559,Semi-Furnished,East,1 Open,Co-operative Society,0,7300000
2560,Semi-Furnished,West,"1 Covered, 1 Open",Power Of Attorney,0,16000000
2561,Furnished,West,,Freehold,0,20000000
2562,Unfurnished,East,,Freehold,100000,3600000
2563,Semi-Furnished,,1 Open,Co-operative Society,1000000,5900000
2564,Unfurnished,East,,Freehold,0,4000000
2565,Unfurnished,,1 Open,,0,9000000
2566,Unfurnished,East,,Freehold,200000,6300000
2567,Semi-Furnished,East,,Freehold,100000,6200000
2568,Semi-Furnished,,,,0,2800000
2569,Semi-Furnished,,,,0,1600000
2570,Unfurnished,East,,Freehold,100000,6700000
2571,Semi-Furnished,East,,,100000,7000000
2572,Unfurnished,,,,0,4900000
2573,Unfurnished,,1 Open,Freehold,0,5000000
2574,Unfurnished,East,"1 Covered, 4 Open",Freehold,0,2200000
2575,Furnished,North - East,,Co-operative Society,0,4500000
2576,Semi-Furnished,,,,0,9950000
2577,Semi-Furnished,,,,0,3700000
2578,Furnished,North - East,,Co-operative Society,0,14000000
2579,Semi-Furnished,East,,Freehold,100000,4000000
2580,Semi-Furnished,,,,0,13500000
2581,Unfurnished,,,,0,3000000
2582,Semi-Furnished,,,,0,5500000
2583,Semi-Furnished,East,1 Covered,,0,22000000
2584,Semi-Furnished,North - East,1 Covered,Freehold,100000,12000000
2585,Unfurnished,East,,,0,2900000
2586,Semi-Furnished,,1 Open,,0,7600000
